judul_berita;portal_media;tanngal_publikasi;url;hasil_sentimen;olahan_teks
"Sindir Parpol Pengusung Prabowo-Gibran di DPR, Arteria Dahlan: Di Atas 
Kertas Kalian Hampir Menang";Serambinews.com;21/11/2023;https://aceh.tribunnews.com/2023/11/21/sindir-parpol-pengusung-prabowo-gibran-di-dpr-arteria-dahlan-di-atas-kertas-kalian-hampir-menang;netral;sindir partai politik usung prabowo gibran dpr arteria dahlan kertas hampir menang
"Rakernas Sukarelawan Prabowo-Gibran, Bahlil Lahadalia Sebut Gen Z Jadi 
Kunci Kesuksesan";FAJAR;21/11/2023;https://fajar.co.id/2023/11/21/rakernas-sukarelawan-prabowo-gibran-bahlil-lahadalia-sebut-gen-z-jadi-kunci-kesuksesan/;netral;rakernas sukarelawan prabowo gibran bahlil lahadalia z kunci sukses
Sudaryono: Prabowo-Gibran Punya Solusi Atasi Kelangkaan ...;Gatra;21/11/2023;https://www.gatra.com/news-585810-politik-sudaryono-prabowo-gibran-punya-solusi-atasi-kelangkaan-pupuk-dan-krisis-air-bersih-di-grobogan-.html;netral;sudaryono prabowo gibran solusi langka
Muncul Iklan Visi-misi Prabowo di TV, Bawaslu Ambil Tindakan - Kompas.com;KOMPAS.com;21/11/2023;https://nasional.kompas.com/read/2023/11/21/17513221/muncul-iklan-visi-misi-prabowo-di-tv-bawaslu-ambil-tindakan;netral;muncul iklan visi misi prabowo tv bawaslu tindak kompas com
"Abu Bakar Ba'asyir Kirim Surat untuk Prabowo-Gibran Menjelang Kontestasi 
Pilpres - harian.disway.id";Harian Disway;21/11/2023;https://harian.disway.id/read/744377/abu-bakar-baasyir-kirim-surat-untuk-prabowo-gibran-menjelangkontestasi-pilpres;netral;abu bakar ba asyir kirim surat prabowo gibran jelang kontestasi pilpres disway
Prabowo-Gibran Diserang di Medsos, Tidar NTB Ajak ...;Pos Merdeka;21/11/2023;https://posmerdeka.com/prabowo-gibran-diserang-di-medsos-tidar-ntb-ajak-senyumin-aja/;netral;prabowo gibran serang medsos tidar ntb ajak
Gerbong KIM Manggarai Resmi Bentuk TKD, Target Utama ...;VoxNtt.com;21/11/2023;https://voxntt.com/2023/11/22/gerbong-kim-manggarai-resmi-bentuk-tkd-target-utama-kemenangan-pasangan-prabowo-gibran/94677/;netral;gerbong kim manggarai resmi bentuk tkd target
Optimis Prabowo-Gibran Menang di Gianyar – Kilas Bali;Kilas Bali;21/11/2023;https://www.kilasbali.com/2023/11/21/optimis-prabowo-gibran-menang-di-gianyar/;netral;optimis prabowo gibran menang gianyar kilas
"Didukung Banyak Pedagang, Stiker Bergambar Prabowo - Gibran Mejeng di 
Gerobak Jualan";Kabar Cirebon;21/11/2023;https://kabarcirebon.pikiran-rakyat.com/ciayumajakuning/pr-2937386320/didukung-banyak-pedagang-stiker-bergambar-prabowo-gibran-mejeng-di-gerobak-jualan;positif;dukung dagang stiker gambar prabowo gibran mejeng gerobak jual
Relawan Argani Prabowo - Gibran Literasi Digital dan Anti-Hoax;HarianSIB.com;21/11/2023;https://www.hariansib.com/detail/Marsipature-Hutanabe/Relawan-Argani-Prabowo---Gibran-Literasi-Digital-dan-Anti-Hoax;netral;rawan argani prabowo gibran literasi digital isu bohong
"Anies Janji Bangun Stadion Megah di Makassar, TPN Prabowo-Gibran: Jangan 
Hanya untuk Kepentingan Elektoral";Liputan6.com;21/11/2023;https://www.liputan6.com/pemilu/read/5459439/anies-janji-bangun-stadion-megah-di-makassar-tpn-prabowo-gibran-jangan-hanya-untuk-kepentingan-elektoral;netral;anies janji bangun stadion megah makassar tpn prabowo gibran elektoral
TKD Prabowo-Gibran di Subang Resmi Terbentuk, Target Raih 60 Persen Suara;mediajabar.com;21/11/2023;https://www.mediajabar.com/news/tkd-prabowo-gibran-di-subang-resmi-terbentuk-target-raih-60-persen-suara;netral;tkd prabowo gibran subang resmi bentuk target raih suara
Airlangga tugaskan Jaro Ade menangkan Prabowo-Gibran ...;Elshinta.Com;21/11/2023;https://elshinta.com/news/320374/2023/11/22/-airlangga-tugaskan-jaro-ade-menangkan-prabowogibran-dan-golkar-di-bogor%C2%A0;netral;airlangga tugas jaro ade menang prabowo gibran
Komunitas Indonesia Tionghoa Deklarasi Dukung Prabowo ...;SumutPos;21/11/2023;https://sumutpos.jawapos.com/politik/21/11/2023/komunitas-indonesia-tionghoa-deklarasi-dukung-prabowo-gibran-di-pilpres-2024/;netral;komunitas indonesia tionghoa deklarasi dukung prabowo
Gelar Konsolidasi, Bolone Mase Lampung Target Prabowo ...;Jejamo.com;21/11/2023;http://www.jejamo.com/gelar-konsolidasi-bolone-mase-lampung-target-prabowo-gibran-menang-satu-putaran.html;netral;gelar konsolidasi bolone mase lampung target prabowo
"Andi Amar Ma’ruf Siapkan Agenda Jalan Sehat Sambut Capres dan Cawapres 
Prabowo-Gibran";Abatanews.com;21/11/2023;https://abatanews.com/andi-amar-maruf-siapkan-agenda-jalan-sehat-sambut-capres-dan-cawapres-prabowo-gibran/;netral;andi amar ruf agenda sehat sambut capres cawapres prabowo gibran
"[FULL] Cawe-cawe Iriana Diduga Dorong Gibran Cawapres Prabowo, Pengamat: 
Lebih Hebat dari Jokowi";Tribun Video;21/11/2023;https://video.tribunnews.com/view/675243/full-cawe-cawe-iriana-diduga-dorong-gibran-cawapres-prabowo-pengamat-lebih-hebat-dari-jokowi;netral;full cawe cawe iriana duga dorong gibran cawapres prabowo hebat jokowi
"Anies-Cak Imin Dituding Musuhi Prabowo-Gibran, Partai Nasdem Membantah - 
Pojok Satu";Pojoksatu.id;21/11/2023;https://www.pojoksatu.id/politik/1083310274/anies-cak-imin-dituding-musuhi-prabowo-gibran-partai-nasdem-membantah;netral;anies cak tuding musuh prabowo gibran partai nasdem bantah pojok
"Elektabilitas Paslon Prabowo Gibran dan AMIN Naik, Ganjar Mahfud MD Melorot 
- Halaman all";Portal Bandung Timur;21/11/2023;https://portalbandungtimur.pikiran-rakyat.com/nasional/amp/pr-947386510/elektabilitas-paslon-prabowo-gibran-dan-amin-naik-ganjar-mahfud-md-melorot?page=all;netral;elektabilitas paslon prabowo gibran amin ganjar mahfud md lorot halaman all
Konkret, Program Air Bersih Prabowo Bantu Atasi Kesulitan ...;IMCNEWS;21/11/2023;https://imcnews.id/read/2023/11/21/22433/konkret-program-air-bersih-prabowo-bantu-atasi-kesulitan-rakyat-kecil/;netral;konkret program air bersih prabowo sulit
5 Tokoh Bakal Jadi Panelis dalam Uji Publik Prabowo-Gibran di UM Surabaya;mili.id;21/11/2023;https://mili.id/baca-5448-5-tokoh-bakal-jadi-panelis-dalam-uji-publik-prabowo-gibran-di-um-surabaya;netral;tokoh panelis dalam uji publik prabowo gibran surabaya
Elektabilitas Ganjar Turun, Puan Maharani: Jadi Bahan Evaluasi Kami;Liputan6.com;21/11/2023;https://www.liputan6.com/pemilu/read/5459279/elektabilitas-ganjar-turun-puan-maharani-jadi-bahan-evaluasi-kami;netral;elektabilitas ganjar turun puan maharani bahan evaluasi
Nasdem Bantah Jadikan Prabowo-Gibran Musuh Bersama;Politik;21/11/2023;https://politik.rmol.id/read/2023/11/21/598171/nasdem-bantah-jadikan-prabowo-gibran-musuh-bersama;netral;nasdem bantah prabowo gibran musuh
Punya Sejarah Baik, Demokrat Jatim Yakin Antar Prabowo-Gibran Menang;Detik;21/11/2023;https://www.detik.com/jatim/berita/d-7049131/punya-sejarah-baik-demokrat-jatim-yakin-antar-prabowo-gibran-menang;positif;sejarah demokrat jatim prabowo gibran menang
Tim Hukum Aceh Prabowo-Gibran Laporkan Jubir Pemerintah ...;dialeksis.com;21/11/2023;https://dialeksis.com/polkum/tim-hukum-aceh-prabowo-gibran-laporkan-jubir-pemerintah-aceh-mta-ke-polda/;netral;tim hukum aceh prabowo gibran lapor juru bicara perintah
Didukung Ulama, Prabowo-Gibran Kantongi Magnet Elektabilitas di Pilpres 2024;Tribun Jabar;21/11/2023;https://jabar.tribunnews.com/2023/11/21/didukung-ulama-prabowo-gibran-kantongi-magnet-elektabilitas-di-pilpres-2024;netral;dukung ulama prabowo gibran kantong magnet elektabilitas pilpres
"Penasaran Mengapa Kang Dedi Mulyadi tak Masuk Struktur TKN Prabowo-Gibran? 
Ini Alasannya";Hai Bandung;21/11/2023;https://haibandung.pikiran-rakyat.com/hukum-politik/pr-2947385501/penasaran-mengapa-kang-dedi-mulyadi-tak-masuk-struktur-tkn-prabowo-gibran-ini-alasannya;negatif;penasaran dedi mulyadi struktur tkn prabowo gibran alas
"TKN Prabowo-Gibran Respons Dugaan Intimidasi: Mohon Saling Jaga, Meski Beda 
Pilihan Politik";Pikiran-Rakyat.com;21/11/2023;https://www.pikiran-rakyat.com/nasional/pr-017385112/tkn-prabowo-gibran-respons-dugaan-intimidasi-mohon-saling-jaga-meski-beda-pilihan-politik;netral;tkn prabowo gibran respons duga intimidasi mohon jaga beda pilih politik
Prabowo-Gibran Nomor 2, De Gadjah: sebut Bermakna Keseimbangan - Radar Bali;Radar Bali;21/11/2023;https://radarbali.jawapos.com/politika/703309501/prabowo-gibran-nomor-2-de-gadjah-sebut-bermakna-keseimbangan;netral;prabowo gibran nomor adik gadjah makna imbang radar
Anies Buka Suara Soal Sinyal Ribuan Kades Dukung Prabowo-Gibran;CNN Indonesia;22/11/2023;https://www.cnnindonesia.com/nasional/20231122193944-617-1027734/anies-buka-suara-soal-sinyal-ribuan-kades-dukung-prabowo-gibran;netral;anies suara sinyal kades dukung prabowo gibran
Ketua Apdesi Nyatakan Tak Pernah Deklarasi Dukung ...;kanalsatu.com;22/11/2023;https://kanalsatu.com/id/post/61764/ketua-apdesi-nyatakan-tak-pernah-deklarasi-dukung-prabowo-gibran-;netral;ketua apdesi deklarasi dukung
Yusril Bantah Pengerahan Perangkat Desa Dukung Prabowo ...;Medcom.id;22/11/2023;https://www.medcom.id/pemilu/news-pemilu/0k8r7wWN-yusril-bantah-pengerahan-perangkat-desa-dukung-prabowo-gibranyusril-bantah-pengerahan-perangkat-desa-dukung-prabowo-gibran;netral;yusril bantah kerah perangkat desa dukung prabowo
TKN sebut gambar anak di iklan program Prabowo-Gibran hasil AI;Antaranews.com;22/11/2023;https://www.antaranews.com/berita/3836034/tkn-sebut-gambar-anak-di-iklan-program-prabowo-gibran-hasil-ai;netral;tkn gambar iklan program prabowo gibran hasil
Iklan Susu Prabowo-Gibran Diadukan ke Bawaslu, TKN: Itu AI, Bukan Anak-anak;detikNews;22/11/2023;https://news.detik.com/pemilu/d-7051263/iklan-susu-prabowo-gibran-diadukan-ke-bawaslu-tkn-itu-ai-bukan-anak-anak;negatif;iklan susu prabowo gibran bawaslu tkn
Bantah Libatkan Anak di Iklan TV, Tim Prabowo-Gibran: Itu Kecerdasan Buatan;Solopos.com;22/11/2023;https://news.solopos.com/bantah-libatkan-anak-di-iklan-tv-tim-prabowo-gibran-itu-kecerdasan-buatan-1802268;negatif;bantah libat iklan tv tim prabowo gibran cerdas
Wakil Ketua TKN Prabowo-Gibran di Semarang: Generasi Muda Harus Turun Tangan;detikcom;22/11/2023;https://www.detik.com/jateng/berita/d-7051561/wakil-ketua-tkn-prabowo-gibran-di-semarang-generasi-muda-harus-turun-tangan;netral;ketua tkn prabowo gibran sarang generasi muda turun tangan
Prabowo-Gibran Tidak Hadiri Acara Uji Publik Visi Misi ...;Mnctrijaya.com;22/11/2023;https://www.mnctrijaya.com/news/detail/63583/prabowo-gibran-tidak-hadiri-acara-uji-publik-visi-misi-capres-cawapres-di;netral;prabowo gibran hadir uji publik visi misi
"Eks Gubernur Erzaldi Rosman Ketuai TKD Prabowo-Gibran di Babel, Target 
Suara 54%";detikcom;22/11/2023;https://www.detik.com/sumbagsel/berita/d-7050796/eks-gubernur-erzaldi-rosman-ketuai-tkd-prabowo-gibran-di-babel-target-suara-54;netral;eks gubernur erzaldi rosman ketua tkd prabowo gibran babel target suara
"Golkar: Bobby Menantu Jokowi Masuk Tim Pemenangan Prabowo-Gibran di Sumut - 
Kompas.com";KOMPAS.com;22/11/2023;https://nasional.kompas.com/read/2023/11/22/06151051/golkar-bobby-menantu-jokowi-masuk-tim-pemenangan-prabowo-gibran-di-sumut;netral;golkar bobby menantu jokowi tim menang prabowo gibran sumut kompas com
Muzani ke Kader Gerindra Yogyakarta: Prabowo-Gibran Harus Menang 1 Putaran;detikNews;22/11/2023;https://news.detik.com/pemilu/d-7051438/muzani-ke-kader-gerindra-yogyakarta-prabowo-gibran-harus-menang-1-putaran;netral;muzani kader gerindra yogyakarta prabowo gibran menang putar
Ridwan Kamil Jadi Ketua TKD Prabowo-Gibran di Jabar, PKS Tak Gentar;detikcom;22/11/2023;https://www.detik.com/jabar/berita/d-7050055/ridwan-kamil-jadi-ketua-tkd-prabowo-gibran-di-jabar-pks-tak-gentar;netral;ridwan ketua tkd prabowo gibran jabar pks gentar
Kata Mardiono soal Hendropriyono Sebut Prabowo-Gibran Bakal Menang Pilpres;detikNews;22/11/2023;https://news.detik.com/pemilu/d-7051284/kata-mardiono-soal-hendropriyono-sebut-prabowo-gibran-bakal-menang-pilpres;netral;mardiono hendropriyono prabowo gibran menang pilpres
"Soetrisno Bachir Masuk Timnas Amin, PAN: Harusnya Dukung Prabowo-Gibran - 
Kompas.com";KOMPAS.com;22/11/2023;https://nasional.kompas.com/read/2023/11/22/17050991/soetrisno-bachir-masuk-timnas-amin-pan-harusnya-dukung-prabowo-gibran;netral;soetrisno bachir timnas amin dukung prabowo gibran kompas com
"TKN Prabowo-Gibran Janji Bakal Bawa Budaya Indonesia ke Tingkat 
Internasional";Kabar24;22/11/2023;https://kabar24.bisnis.com/read/20231122/15/1717027/tkn-prabowo-gibran-janji-bakal-bawa-budaya-indonesia-ke-tingkat-internasional;netral;tkn prabowo gibran janji budaya indonesia internasional
"Pro Rakyat, Prabowo-Gibran Duet Unggulan untuk Pimpin Indonesia - Radar 
Kudus";Radar Kudus;22/11/2023;https://radarkudus.jawapos.com/nasional/693313414/pro-rakyat-prabowo-gibran-duet-unggulan-untuk-pimpin-indonesia;netral;profesional rakyat prabowo gibran duet unggul pimpin indonesia radar kudus
Menkominfo Tunggu Arahan Jokowi Gabung TKN Prabowo-Gibran;Kabar24;22/11/2023;https://kabar24.bisnis.com/read/20231122/15/1716909/menkominfo-tunggu-arahan-jokowi-gabung-tkn-prabowo-gibran;netral;menkominfo tunggu arah jokowi gabung tkn prabowo gibran
Penampakan Prabowo Gemoy 'Nangkring' di Pinggir Jalan;CNBC Indonesia;22/11/2023;https://www.cnbcindonesia.com/news/20231122160320-7-491169/penampakan-prabowo-gemoy-nangkring-di-pinggir-jalan;netral;prabowo gemoy nangkring pinggir
"Visi Misi Lengkap Anies-Cak Imin, Prabowo-Gibran, dan Ganjar-Mahfud di 
Pilpres 2024 - Kompas.com";Kompas.com;22/11/2023;https://www.kompas.com/tren/read/2023/11/22/213000365/visi-misi-lengkap-anies-cak-imin-prabowo-gibran-dan-ganjar-mahfud-di?page=all;netral;visi misi lengkap anies cak prabowo gibran ganjar mahfud pilpres kompas com
Deretan Pejabat Negara di Timses AMIN, Prabowo-Gibran, dan Ganjar-Mahfud;Kabar24;22/11/2023;https://kabar24.bisnis.com/read/20231122/15/1716955/deretan-pejabat-negara-di-timses-amin-prabowo-gibran-dan-ganjar-mahfud;netral;deret jabat negara timses amin prabowo gibran ganjar mahfud
Komunitas Indonesia Tionghoa dukung Prabowo-Gibran ...;Batamnews;22/11/2023;https://www.batamnews.co.id/berita-106889-komunitas-indonesia-tionghoa-dukung-prabowo-gibran-untuk-presiden-2024.html;netral;komunitas indonesia tionghoa dukung prabowo gibran
"Politik Santun dan Gembira Prabowo-Gibran Membuat Dukungan Generasi Z dan 
Milenial Melimpah - Radar Semarang";Radar Semarang;22/11/2023;https://radarsemarang.jawapos.com/nasional/723313952/politik-santun-dan-gembira-prabowo-gibran-membuat-dukungan-generasi-z-dan-milenial-melimpah;negatif;politik santun gembira prabowo gibran dukung generasi z milenial limpah radar sarang
"[HOAKS] Prabowo Ganti Gibran dari Posisi Cawapres karena Ijazah Palsu - 
Kompas.com";Kompas.com;22/11/2023;https://www.kompas.com/cekfakta/read/2023/11/22/183800982/-hoaks-prabowo-ganti-gibran-dari-posisi-cawapres-karena-ijazah-palsu?page=all;netral;hoaks prabowo ganti gibran posisi cawapres ijazah palsu kompas com
Hasto Ungkit Bobby Dukung Prabowo-Gibran: Otomatis Keanggotaan PDIP Gugur;detikNews;22/11/2023;https://news.detik.com/pemilu/d-7050781/hasto-ungkit-bobby-dukung-prabowo-gibran-otomatis-keanggotaan-pdip-gugur;netral;hasto ungkit bobby dukung prabowo gibran otomatis anggota pdip gugur
"Partai Buruh Eliminasi Anies-Cak Imin, Sebut Prabowo-Gibran Opsi Pertama 
Akan Didukung";Viva;22/11/2023;https://www.viva.co.id/berita/politik/1660069-anies-cak-imin-dicoret-prabowo-gibran-opsi-pertama-yang-bakal-didukung-partai-buruh;netral;partai buruh eliminasi anies cak prabowo gibran opsi dukung
Stiker Prabowo-Gibran Muncul di Gerobak Pedagang - harian.disway.id;Harian Disway;22/11/2023;https://harian.disway.id/read/744799/stiker-prabowo-gibran-muncul-di-gerobak-pedagang;netral;stiker prabowo gibran muncul gerobak dagang disway
Seribu Kiai Kampung Pendukung Prabowo-Gibran ...;Harian Bhirawa;22/11/2023;https://www.harianbhirawa.co.id/seribu-kiai-kampung-pendukung-prabowo-gibran-bersilaturahmi-di-tambakberas-jombang/;netral;kiai kampung dukung prabowo gibran
"Janji Prabowo-Gibran Menang Pilpres 2024, Bikin Mobil dan Motor Buatan 
Indonesia";Medan Satu;22/11/2023;https://medan.pikiran-rakyat.com/politik/pr-3107388211/janji-prabowo-gibran-menang-pilpres-2024-bikin-mobil-dan-motor-buatan-indonesia;netral;janji prabowo gibran menang pilpres bikin mobil motor indonesia
Bolone Mase Lampung Optimis Menangkan Prabowo - Gibran ...;RILIS ID - Lampung;22/11/2023;https://lampung.rilis.id/Politika/Berita/Bolone-Mase-Lampung-Optimis-Menangkan-Prabowo--Gibran-dengan-Perolehan-60-Persen-Total-Suara-Asauw98;netral;bolone mase lampung optimis menang prabowo gibran
ARS “Panglima” Pemenangan Prabowo-Gibran - KENDARIPOS;kendaripos;22/11/2023;https://kendaripos.fajar.co.id/2023/11/22/ars-panglima-pemenangan-prabowo-gibran/;netral;ars panglima menang prabowo gibran kendaripos
Didukung JB, TKD Optimistis Suara Prabowo-Gibran Kian Maksimal di Banten;Indopos;22/11/2023;https://www.indopos.co.id/nusantara/2023/11/22/didukung-jb-tkd-optimistis-suara-prabowo-gibran-kian-maksimal-di-banten/;netral;dukung jb tkd optimistis suara prabowo gibran maksimal banten
"VIDEO: Temui Kader Demokrat, SBY Sosialisasikan Prabowo-Gibran Sebagai 
Capres-Cawapres";Liputan6.com;22/11/2023;https://www.liputan6.com/tv/read/5461822/video-temui-kader-demokrat-sby-sosialisasikan-prabowo-gibran-sebagai-capres-cawapres;netral;video kader demokrat sby sosialisasi prabowo gibran capres cawapres
Slamet Somosentono Pimpin Tim Kampanye Prabowo-Gibran ...;RMOL Sumsel;22/11/2023;https://www.rmolsumsel.id/slamet-somosentono-pimpin-tim-kampanye-prabowo-gibran-banyuasin;netral;slamet somosentono pimpin tim kampanye prabowo gibran
"DKPP Didesak Pecat Semua Komisioner KPU Buntut Terima Pendaftaran 
Prabowo-Gibran";SINDOnews;22/11/2023;https://nasional.sindonews.com/read/1258013/12/dkpp-didesak-pecat-semua-komisioner-kpu-buntut-terima-pendaftaran-prabowo-gibran-1700644270;netral;dkpp desak pecat komisioner kpu buntut terima daftar prabowo gibran
TPN Ganjar-Mahfud dan TKN Prabowo-Gibran Kompak ...;Republika News;22/11/2023;https://news.republika.co.id/berita/s4j0mt484/tpn-ganjarmahfud-dan-tkn-prabowogibran-kompak-serang-balik-anies;netral;tpn ganjar mahfud tkn prabowo gibran kompak
"Airlangga Pastikan Khofifah Bantu Pemenangan Prabowo-Gibran di Jatim, akan 
Menangkan Suara Jatim?";Tribun Video;22/11/2023;https://video.tribunnews.com/view/675565/airlangga-pastikan-khofifah-bantu-pemenangan-prabowo-gibran-di-jatim-akan-menangkan-suara-jatim;netral;airlangga khofifah menang prabowo gibran jatim menang suara jatim
Gibran Cawapres Prabowo, Ganjar Sindir Jokowi 4 Kali;Tribun Toraja;22/11/2023;https://toraja.tribunnews.com/2023/11/22/gibran-cawapres-prabowo-ganjar-sindir-jokowi-4-kali;netral;gibran cawapres prabowo ganjar sindir jokowi
"Nikita Mirzani Jadi Garda Terdepan Jika Ada yang Usik Prabowo Subianto: 
Urus Anak Kau Dulu Baru Bela Orang";Suara.com;22/11/2023;https://www.suara.com/entertainment/2023/11/22/152355/nikita-mirzani-jadi-garda-terdepan-jika-ada-yang-usik-prabowo-subianto-urus-anak-kau-dulu-baru-bela-orang;netral;nikita mirzani garda usik prabowo subianto urus
Mobil Pick Up Mati Mesin di Perlintasan Tertabrak Kereta ...;TVRI News;22/11/2023;https://daerah.tvrinews.com/berita/trf4985-mobil-pick-up-mati-mesin-di-perlintasan-tertabrak-kereta-barang-jurusan-jakarta-surabaya;netral;mobil pick mati mesin lintas tabrak kereta
"Relawan Akan Kenalkan Prabowo-Gibran hingga Pelosok Saat Kampanye - 
Kompas.com";KOMPAS.com;23/11/2023;https://nasional.kompas.com/read/2023/11/23/21120021/relawan-akan-kenalkan-prabowo-gibran-hingga-pelosok-saat-kampanye;netral;rawan kenal prabowo gibran pelosok kampanye kompas com
Sambut Masa Kampanye, Relawan Prabowo-Gibran Bakal ...;Politik;23/11/2023;https://politik.rmol.id/read/2023/11/23/598538/sambut-masa-kampanye-dengan-damai-relawan-prabowo-gibran-bakal-biru-langitkan-indonesia-sabtu-ini;netral;sambut kampanye rawan prabowo gibran
"TKN Prabowo-Gibran dan Relawan Gelar 'Sabtu Biru Langit' Selama Masa 
Kampanye";detikNews;23/11/2023;https://news.detik.com/pemilu/d-7053138/tkn-prabowo-gibran-dan-relawan-gelar-sabtu-biru-langit-selama-masa-kampanye;netral;tkn prabowo gibran rawan gelar biru langit kampanye
Polling Institute: Prabowo-Gibran Unggul, Disusul Anies-Muhaimin;CNN Indonesia;23/11/2023;https://www.cnnindonesia.com/nasional/20231123194347-617-1028241/polling-institute-prabowo-gibran-unggul-disusul-anies-muhaimin;netral;polling institute prabowo gibran unggul susul anies muhaimin
